feature1,feature2,feature3,feature4,label
35,250,183,65,0
10,245,73,44,1
188,232,103,133,0
192,168,246,52,1
82,190,191,157,0
172,19,53,143,1
137,169,235,92,0
172,19,6,219,1
183,231,191,49,0
10,83,5,125,1
1,235,162,36,0
172,30,183,103,1
205,134,149,166,0
172,28,206,76,1
238,255,61,8,0
172,26,72,179,1
60,58,253,189,0
10,173,88,57,1
84,137,127,212,0
10,38,221,110,1
193,175,248,247,0
172,30,146,10,1
191,144,215,93,0
192,168,205,247,1
102,29,252,193,0
10,160,63,25,1
167,173,162,68,0
10,12,72,114,1
219,105,82,215,0
192,168,130,196,1
41,103,51,59,0
10,213,80,222,1
105,210,150,32,0
10,71,178,69,1
1,141,176,44,0
10,56,70,212,1
171,52,142,31,0
10,201,215,48,1
85,228,230,91,0
10,34,161,162,1
132,137,182,126,0
172,28,6,102,1
19,249,227,58,0
172,19,244,128,1
216,97,223,80,0
192,168,184,127,1
252,87,172,79,0
10,145,193,157,1
114,69,175,113,0
172,23,2,69,1
55,189,218,66,0
172,31,138,51,1
202,27,81,31,0
10,68,8,161,1
159,218,71,198,0
172,28,195,22,1
232,193,169,77,0
172,16,17,132,1
71,103,114,72,0
10,62,189,60,1
42,197,92,12,0
192,168,132,88,1
207,4,107,181,0
172,21,1,173,1
166,135,172,16,0
192,168,86,100,1
8,196,30,61,0
10,147,135,227,1
153,40,167,23,0
192,168,215,130,1
43,46,221,34,0
192,168,104,139,1
35,212,212,169,0
172,27,1,55,1
253,17,238,40,0
10,190,105,137,1
6,156,255,137,0
192,168,117,136,1
228,209,245,33,0
192,168,204,2,1
247,197,227,109,0
172,23,25,14,1
253,65,75,4,0
192,168,53,226,1
154,202,111,175,0
172,23,0,226,1
96,250,95,173,0
10,239,198,177,1
166,96,130,147,0
172,23,175,136,1
168,185,132,193,0
192,168,204,214,1
107,23,175,88,0
192,168,140,244,1
176,212,134,211,0
192,168,8,29,1
181,107,74,20,0
192,168,122,28,1
8,5,53,134,0
192,168,237,132,1
107,39,104,162,0
192,168,47,247,1
12,59,219,23,0
172,16,39,68,1
55,158,159,159,0
192,168,84,46,1
248,36,70,220,0
172,26,174,153,1
129,52,71,2,0
10,136,176,122,1
46,103,105,179,0
172,21,217,203,1
122,151,119,70,0
192,168,159,104,1
202,56,221,66,0
10,237,44,68,1
156,162,150,208,0
10,11,233,178,1
61,31,233,146,0
192,168,130,174,1
91,160,67,117,0
192,168,227,229,1
232,164,115,5,0
192,168,0,197,1
46,183,209,136,0
192,168,7,103,1
211,247,210,175,0
10,33,76,146,1
182,76,69,84,0
192,168,189,251,1
235,210,240,44,0
172,26,35,107,1
103,36,66,12,0
172,16,226,231,1
40,32,246,61,0
172,25,152,158,1
49,221,158,155,0
192,168,128,34,1
168,54,73,41,0
192,168,51,154,1
92,19,254,241,0
10,189,217,121,1
232,46,21,112,0
192,168,161,51,1
254,76,247,49,0
172,16,24,124,1
39,158,28,42,0
10,138,42,69,1
11,39,254,219,0
10,45,209,209,1
86,235,39,54,0
10,150,213,175,1
44,8,141,173,0
192,168,26,114,1
18,120,148,218,0
172,23,155,109,1
220,190,186,69,0
172,20,223,28,1
13,249,199,77,0
172,18,2,112,1
105,21,156,190,0
172,23,181,141,1
37,58,193,247,0
10,159,122,61,1
0,181,226,22,0
192,168,108,40,1
232,196,161,83,0
192,168,245,227,1
70,230,143,181,0
192,168,68,183,1
26,51,192,46,0
172,30,65,179,1
113,208,237,252,0
10,116,53,189,1
77,126,242,183,0
192,168,178,15,1
47,201,129,60,0
192,168,193,75,1
54,19,237,123,0
10,165,198,121,1
70,98,88,206,0
10,186,54,158,1
1,94,152,145,0
192,168,28,220,1
28,125,209,245,0
10,49,27,238,1
161,123,248,90,0
172,19,178,13,1
99,180,61,198,0
10,91,73,19,1
67,212,8,32,0
10,131,148,110,1
161,241,13,32,0
10,77,1,253,1
225,245,36,218,0
192,168,103,236,1
126,26,79,249,0
192,168,235,174,1
17,127,210,182,0
192,168,249,98,1
12,131,198,115,0
192,168,158,81,1
75,68,90,174,0
10,107,221,202,1
110,77,249,135,0
172,21,74,158,1
134,173,167,36,0
192,168,248,73,1
140,220,89,54,0
172,28,176,137,1
29,26,19,59,0
192,168,48,201,1
251,46,189,72,0
10,132,31,199,1
57,230,57,121,0
192,168,199,205,1
84,192,136,128,0
192,168,163,150,1
141,236,17,170,0
10,206,133,193,1
7,121,176,114,0
192,168,153,47,1
152,200,119,28,0
192,168,239,164,1
54,82,103,127,0
172,25,182,28,1
255,110,80,0,0
10,28,129,113,1
140,63,210,113,0
172,31,254,147,1
27,79,158,251,0
192,168,226,152,1
176,17,186,74,0
192,168,90,140,1
43,183,2,33,0
10,124,85,141,1
161,31,205,243,0
172,23,247,162,1
162,96,142,14,0
172,16,141,175,1
32,103,145,241,0
192,168,208,97,1
193,139,128,85,0
10,255,165,84,1
149,94,26,37,0
172,31,134,66,1
64,69,157,197,0
192,168,236,194,1
208,21,203,79,0
192,168,226,195,1
190,122,1,144,0
192,168,207,150,1
255,232,3,166,0
172,30,193,8,1
239,64,230,152,0
172,19,185,27,1
149,28,132,209,0
192,168,27,131,1
227,181,117,12,0
172,31,227,74,1
181,48,244,138,0
172,24,44,151,1
25,112,229,141,0
192,168,43,243,1
28,160,73,78,0
10,202,58,249,1
43,214,204,235,0
192,168,147,253,1
70,11,43,209,0
172,28,121,38,1
252,65,168,55,0
10,102,27,117,1
39,37,113,103,0
172,20,42,206,1
139,241,52,221,0
192,168,71,81,1
12,211,119,44,0
172,26,139,223,1
124,73,85,235,0
10,146,116,36,1
85,145,220,127,0
10,72,49,28,1
169,210,43,69,0
172,22,25,230,1
167,104,96,124,0
10,167,81,61,1
150,129,126,0,0
172,26,129,136,1
99,12,71,75,0
192,168,114,202,1
250,204,103,164,0
172,29,110,172,1
85,173,196,196,0
172,30,28,252,1
252,247,194,16,0
192,168,239,207,1
210,15,110,169,0
172,24,163,100,1
37,89,54,12,0
192,168,232,119,1
95,181,178,206,0
10,150,9,159,1
106,152,17,58,0
10,154,128,1,1
28,26,41,126,0
172,20,240,141,1
63,129,15,1,0
192,168,143,172,1
251,57,195,17,0
192,168,188,85,1
148,63,211,97,0
192,168,95,212,1
103,164,18,119,0
10,199,107,166,1
134,121,22,44,0
192,168,180,124,1
80,250,59,221,0
172,16,4,131,1
3,70,36,122,0
10,45,126,49,1
91,5,59,149,0
192,168,253,14,1
166,219,67,50,0
172,29,141,223,1
106,156,17,169,0
192,168,74,162,1
94,206,160,186,0
10,185,94,173,1
221,87,126,161,0
172,29,237,82,1
220,78,108,99,0
172,17,157,107,1
170,89,243,95,0
192,168,44,134,1
108,21,132,164,0
192,168,158,139,1
129,132,84,187,0
172,26,140,239,1
187,193,97,165,0
172,19,56,110,1
171,178,181,241,0
10,0,57,2,1
63,255,142,109,0
10,204,213,87,1
217,9,69,164,0
10,119,188,176,1
141,207,168,216,0
10,237,144,154,1
237,114,48,102,0
172,17,63,82,1
103,38,232,186,0
172,18,21,77,1
32,4,241,192,0
10,230,147,172,1
93,71,126,198,0
10,249,140,28,1
85,198,251,0,0
10,171,156,7,1
121,20,214,172,0
192,168,68,237,1
155,170,97,158,0
172,26,220,57,1
218,39,23,29,0
172,16,139,254,1
191,168,242,253,0
192,168,104,13,1
110,210,203,246,0
192,168,51,71,1
194,126,172,106,0
172,16,101,215,1
254,187,237,76,0
192,168,51,198,1
153,208,38,96,0
172,17,118,238,1
223,205,78,253,0
10,68,224,75,1
204,37,121,77,0
10,161,208,136,1
115,183,143,162,0
172,20,64,247,1
12,210,169,48,0
172,22,86,67,1
239,82,67,224,0
172,20,33,244,1
49,32,44,194,0
10,69,164,113,1
73,25,110,184,0
10,29,224,130,1
80,141,37,146,0
192,168,128,194,1
169,166,251,45,0
10,181,160,106,1
144,240,235,193,0
192,168,226,63,1
104,43,236,49,0
10,53,236,148,1
62,212,129,65,0
172,21,74,97,1
88,169,86,235,0
192,168,252,54,1
76,246,8,51,0
172,20,192,255,1
182,126,223,100,0
10,222,147,215,1
230,39,176,11,0
10,53,13,178,1
27,193,146,240,0
10,119,131,227,1
138,217,132,19,0
172,25,17,60,1
140,44,144,169,0
10,87,205,78,1
84,71,245,206,0
172,31,236,40,1
104,174,241,199,0
192,168,169,128,1
14,100,206,106,0
192,168,176,91,1
137,201,13,222,0
10,178,127,134,1
252,191,32,21,0
192,168,42,100,1
174,190,88,66,0
10,230,13,219,1
78,33,10,136,0
192,168,8,235,1
156,215,242,24,0
172,21,166,9,1
159,108,2,193,0
172,23,203,33,1
29,129,150,169,0
172,29,9,180,1
174,151,105,106,0
172,29,209,68,1
186,185,198,185,0
10,30,215,125,1
199,154,160,150,0
192,168,99,77,1
117,28,101,204,0
10,225,164,31,1
190,8,234,159,0
172,21,155,14,1
222,120,56,147,0
192,168,75,58,1
163,209,222,132,0
172,16,200,83,1
228,68,1,159,0
192,168,21,228,1
211,207,34,236,0
192,168,250,57,1
162,66,40,175,0
10,203,168,107,1
189,66,97,136,0
10,244,154,234,1
92,243,197,110,0
192,168,7,178,1
51,61,52,139,0
192,168,221,209,1
238,104,59,244,0
192,168,75,215,1
242,0,236,175,0
192,168,154,54,1
97,23,99,77,0
172,16,218,98,1
75,125,242,46,0
192,168,140,234,1
135,168,228,175,0
192,168,187,66,1
124,128,172,219,0
192,168,189,122,1
168,63,29,130,0
192,168,163,139,1
103,18,13,84,0
192,168,50,72,1
97,166,122,43,0
10,216,211,218,1
254,151,15,213,0
172,26,174,167,1
141,149,119,69,0
10,181,80,226,1
33,227,164,253,0
172,19,217,23,1
63,248,162,113,0
10,66,61,96,1
198,26,197,142,0
10,66,231,26,1
133,18,117,219,0
172,25,190,33,1
114,210,136,244,0
10,234,131,136,1
179,166,79,140,0
10,186,116,4,1
4,10,231,116,0
10,182,27,188,1
36,65,94,162,0
10,216,60,78,1
222,249,158,41,0
10,122,61,228,1
62,29,13,71,0
10,237,223,119,1
8,108,7,158,0
10,215,103,25,1
120,90,122,103,0
172,27,101,240,1
101,57,171,127,0
10,36,90,141,1
76,202,71,21,0
172,23,6,104,1
224,228,72,164,0
172,26,219,192,1
121,213,251,235,0
172,27,72,17,1
143,72,91,172,0
192,168,241,253,1
167,4,42,135,0
192,168,129,168,1
132,101,173,233,0
10,20,183,120,1
206,51,6,156,0
192,168,203,102,1
65,181,131,167,0
192,168,59,204,1
241,208,52,250,0
172,25,40,43,1
248,17,9,141,0
192,168,231,152,1
200,145,52,146,0
172,19,101,40,1
183,57,205,81,0
192,168,252,16,1
33,126,171,137,0
172,31,16,3,1
237,66,12,241,0
172,21,204,182,1
105,156,108,22,0
172,28,87,67,1
164,216,89,73,0
192,168,30,212,1
154,103,155,105,0
172,27,196,150,1
69,231,219,74,0
10,217,239,57,1
234,226,203,95,0
10,190,204,132,1
76,187,194,74,0
10,246,63,32,1
2,192,209,177,0
172,26,19,213,1
53,236,152,246,0
192,168,128,81,1
225,135,153,29,0
192,168,126,48,1
142,6,60,209,0
172,18,166,222,1
41,179,134,230,0
192,168,110,117,1
40,169,236,172,0
172,17,104,133,1
187,105,112,135,0
172,21,80,255,1
143,165,226,162,0
172,19,61,70,1
41,42,105,206,0
192,168,186,95,1
47,208,143,10,0
192,168,193,135,1
50,8,3,111,0
192,168,13,27,1
119,7,112,59,0
192,168,48,85,1
235,145,110,141,0
192,168,8,119,1
153,143,53,64,0
192,168,224,187,1
169,12,166,25,0
172,19,216,179,1
202,88,240,207,0
10,43,40,53,1
23,255,41,140,0
172,18,213,57,1
98,243,46,3,0
192,168,75,136,1
19,44,104,176,0
10,195,237,174,1
106,34,169,29,0
172,18,51,5,1
252,176,58,110,0
172,29,53,91,1
28,201,60,42,0
192,168,193,215,1
212,58,127,243,0
192,168,20,226,1
6,166,249,222,0
192,168,54,73,1
158,179,8,72,0
192,168,35,72,1
8,232,68,144,0
192,168,154,88,1
25,158,1,149,0
10,184,120,168,1
133,168,206,171,0
192,168,14,62,1
165,3,84,37,0
192,168,241,79,1
133,237,77,134,0
172,28,168,102,1
189,196,73,103,0
172,30,132,105,1
157,209,254,19,0
172,24,171,106,1
36,137,171,207,0
10,30,188,180,1
116,87,214,36,0
192,168,37,37,1
83,126,205,134,0
10,130,102,4,1
124,127,18,232,0
192,168,2,187,1
43,18,120,123,0
172,26,97,5,1
150,177,135,51,0
10,242,243,179,1
111,63,153,137,0
192,168,53,249,1
11,101,165,198,0
10,95,167,211,1
47,140,220,61,0
172,27,254,136,1
132,179,95,240,0
192,168,200,140,1
26,50,216,158,0
172,19,84,10,1
31,110,113,205,0
172,16,181,135,1
245,226,164,176,0
192,168,167,86,1
23,52,95,219,0
172,23,17,183,1
179,118,67,35,0
192,168,22,209,1
74,244,69,215,0
192,168,150,93,1
46,96,49,38,0
192,168,221,206,1
240,131,238,52,0
172,23,29,30,1
250,103,222,6,0
10,248,253,38,1
132,83,93,20,0
192,168,157,13,1
142,94,68,253,0
172,21,78,39,1
36,199,68,32,0
10,64,221,93,1
95,205,38,179,0
10,128,164,207,1
210,205,28,81,0
10,35,83,92,1
37,202,178,71,0
10,195,44,216,1
143,164,198,114,0
10,167,32,154,1
37,207,231,191,0
192,168,118,241,1
165,193,240,224,0
10,209,179,235,1
139,120,191,67,0
10,32,142,12,1
12,221,214,209,0
10,132,172,154,1
61,125,91,253,0
192,168,148,87,1
22,48,246,150,0
10,247,217,175,1
88,239,161,22,0
10,134,149,234,1
242,172,12,184,0
192,168,179,28,1
148,242,168,226,0
172,17,192,123,1
213,250,2,213,0
192,168,235,78,1
84,58,34,81,0
192,168,170,33,1
199,192,21,219,0
192,168,228,42,1
135,24,4,4,0
10,44,2,59,1
100,197,89,41,0
192,168,98,20,1
176,90,174,151,0
10,106,237,249,1
133,57,20,171,0
172,19,60,202,1
217,194,153,218,0
172,24,37,47,1
114,166,65,145,0
192,168,62,48,1
215,230,75,77,0
192,168,56,109,1
178,129,128,195,0
10,194,57,195,1
88,169,90,164,0
10,18,1,79,1
213,50,222,71,0
192,168,7,74,1
182,33,171,74,0
192,168,187,229,1
116,47,159,176,0
172,21,155,240,1
207,162,7,60,0
172,16,75,221,1
60,66,254,129,0
172,29,7,134,1
143,255,229,53,0
172,28,131,4,1
176,206,108,81,0
192,168,1,124,1
110,163,72,89,0
172,21,186,58,1
224,201,232,157,0
10,134,4,158,1
235,89,143,118,0
172,24,246,46,1
112,88,101,15,0
192,168,89,11,1
140,21,55,87,0
10,13,254,9,1
44,213,238,136,0
172,28,223,137,1
111,249,73,6,0
172,29,219,184,1
216,59,26,52,0
192,168,166,88,1
199,165,190,191,0
192,168,224,14,1
235,73,249,14,0
10,157,66,148,1
168,156,176,244,0
10,31,49,162,1
150,196,97,105,0
172,22,23,199,1
160,208,61,53,0
10,69,102,165,1
122,108,122,32,0
192,168,15,20,1
239,27,228,213,0
172,18,14,204,1
82,7,153,42,0
172,21,232,218,1
205,197,0,171,0
10,143,161,152,1
154,41,248,206,0
192,168,8,187,1
253,127,243,81,0
172,17,73,182,1
189,60,51,232,0
172,17,244,73,1
86,124,137,69,0
172,16,122,244,1
108,231,249,1,0
10,9,240,241,1
198,13,9,63,0
192,168,121,216,1
220,85,143,71,0
192,168,138,12,1
139,211,35,163,0
172,25,202,95,1
159,211,144,60,0
10,240,33,161,1
11,232,44,77,0
10,116,213,86,1
206,89,138,92,0
192,168,33,245,1
200,135,131,90,0
192,168,238,141,1
89,187,139,174,0
10,18,125,140,1
30,188,39,206,0
10,101,91,193,1
48,68,16,39,0
172,27,250,74,1
252,190,120,244,0
10,47,88,157,1
204,95,178,255,0
172,31,30,119,1
106,63,213,116,0
172,28,24,224,1
107,9,32,246,0
172,19,3,207,1
11,19,218,23,0
10,68,237,174,1
156,225,105,101,0
10,30,23,7,1
113,11,202,157,0
10,202,179,253,1
14,143,150,146,0
172,24,65,240,1
52,160,75,115,0
10,111,149,249,1
206,173,105,226,0
10,189,118,41,1
179,166,85,63,0
172,18,35,253,1
46,98,217,180,0
10,59,74,33,1
48,69,13,81,0
192,168,36,68,1
254,146,70,229,0
192,168,83,178,1
144,249,49,51,0
172,28,1,21,1
101,59,173,227,0
10,49,231,27,1
150,110,62,178,0
192,168,129,208,1
49,189,32,61,0
192,168,122,189,1
77,13,79,229,0
172,21,145,122,1
2,58,87,115,0
10,249,55,72,1
184,34,147,41,0
172,26,83,136,1
50,11,115,218,0
192,168,207,163,1
116,94,107,97,0
192,168,35,13,1
54,10,120,10,0
192,168,60,228,1
108,197,147,183,0
192,168,64,122,1
58,175,46,96,0
172,20,56,9,1
31,4,3,210,0
172,26,195,214,1
156,11,124,46,0
10,100,236,238,1
34,80,228,157,0
10,41,251,170,1
98,199,70,7,0
172,18,252,227,1
148,145,120,93,0
172,28,145,132,1
142,24,254,66,0
10,22,9,114,1
39,174,164,105,0
10,76,132,155,1
54,161,119,144,0
10,174,74,218,1
65,75,205,42,0
172,22,137,5,1
72,203,154,48,0
10,37,19,240,1
227,17,122,20,0
10,148,255,69,1
50,11,124,24,0
192,168,186,62,1
205,118,90,86,0
172,31,197,208,1
133,157,36,146,0
10,8,190,229,1
142,123,93,149,0
192,168,250,95,1
155,111,78,91,0
10,198,24,219,1
245,104,31,29,0
172,21,52,62,1
149,55,124,25,0
10,57,175,17,1
32,128,230,129,0
192,168,162,240,1
123,11,172,26,0
172,24,6,67,1
34,42,73,62,0
192,168,123,115,1
18,94,184,20,0
192,168,51,171,1
183,249,130,214,0
172,22,180,170,1
215,152,199,38,0
10,186,43,231,1
148,149,95,255,0
10,28,17,5,1
235,218,103,85,0
192,168,235,183,1
190,130,191,42,0
10,103,210,24,1
195,201,245,134,0
172,21,137,165,1
241,157,29,200,0
172,30,168,34,1
216,142,229,157,0
10,176,210,39,1
250,118,176,212,0
10,229,56,180,1
193,193,245,216,0
192,168,86,42,1
219,69,52,219,0
10,146,49,61,1
41,216,187,139,0
10,107,31,108,1
248,146,119,0,0
10,243,88,227,1
146,92,111,199,0
172,31,122,168,1
7,38,209,243,0
10,143,29,77,1
32,173,237,94,0
172,30,204,76,1
61,10,109,205,0
192,168,14,178,1
52,235,222,101,0
172,27,220,47,1
47,10,13,210,0
172,23,126,29,1
92,23,40,170,0
172,18,102,145,1
3,148,164,70,0
10,79,49,221,1
169,5,28,142,0
192,168,255,197,1
44,172,8,110,0
10,86,8,87,1
238,107,189,55,0
10,103,87,4,1
81,189,168,154,0
10,145,214,232,1
77,199,239,149,0
10,226,86,68,1
209,70,222,156,0
192,168,188,235,1
226,230,173,80,0
192,168,84,49,1
44,78,105,115,0
10,93,77,146,1
138,226,87,178,0
172,31,159,64,1
65,9,25,55,0
10,4,231,68,1
229,222,194,71,0
10,170,32,62,1
74,40,237,97,0
192,168,26,74,1
110,206,18,97,0
192,168,105,145,1
199,175,21,161,0
172,31,75,188,1
92,145,212,62,0
172,23,160,221,1
94,0,124,81,0
10,50,77,97,1
177,243,90,245,0
10,105,192,75,1
167,121,241,9,0
192,168,204,225,1
88,219,188,169,0
192,168,169,147,1
104,251,57,165,0
172,17,231,33,1
13,33,53,74,0
192,168,69,253,1
166,44,17,148,0
192,168,17,18,1
182,34,160,32,0
172,21,195,49,1
240,45,69,221,0
10,125,185,14,1
221,121,145,141,0
192,168,1,92,1
54,123,166,105,0
172,19,76,86,1
75,244,8,15,0
172,18,151,72,1
200,119,161,157,0
172,18,57,153,1
60,186,131,244,0
192,168,27,58,1
248,32,218,117,0
192,168,177,137,1
88,167,203,191,0
192,168,81,232,1
151,230,195,88,0
192,168,134,171,1
71,28,18,105,0
172,17,210,140,1
19,133,113,182,0
10,132,72,37,1
142,151,246,187,0
172,31,161,149,1
54,216,24,147,0
10,229,187,103,1
43,18,41,10,0
172,16,52,97,1
153,133,34,161,0
10,92,203,4,1
225,118,95,253,0
192,168,253,200,1
100,184,168,253,0
10,92,248,131,1
98,149,138,129,0
172,19,29,66,1
127,98,110,32,0
10,127,98,195,1
221,110,44,116,0
172,19,80,106,1
186,154,5,43,0
172,23,15,208,1
70,18,172,161,0
10,222,49,135,1
116,232,40,165,0
192,168,91,217,1
141,213,46,101,0
172,28,68,254,1
76,156,207,215,0
172,21,66,54,1
107,25,64,30,0
172,20,111,35,1
30,171,190,92,0
172,19,165,112,1
47,120,113,226,0
172,17,3,147,1
83,90,143,105,0
10,169,89,223,1
121,57,194,166,0
10,73,170,138,1
116,116,79,251,0
10,160,175,62,1
152,64,102,123,0
10,164,161,128,1
22,197,103,9,0
192,168,248,94,1
32,219,82,22,0
172,28,123,28,1
198,28,70,254,0
172,30,250,0,1
169,18,220,53,0
192,168,129,185,1
88,58,250,218,0
192,168,23,252,1
70,22,49,11,0
10,176,179,127,1
39,39,238,9,0
192,168,38,57,1
46,223,251,53,0
10,22,16,213,1
91,68,172,63,0
10,175,4,2,1
229,228,227,228,0
172,30,122,233,1
24,135,101,65,0
192,168,255,149,1
8,9,98,249,0
10,40,251,144,1
5,196,224,36,0
172,30,96,65,1
33,171,238,181,0
10,31,133,141,1
112,118,28,38,0
192,168,29,236,1
182,143,143,182,0
172,30,251,76,1
13,133,204,15,0
10,252,38,126,1
229,153,209,95,0
192,168,197,242,1
37,167,128,253,0
172,24,227,54,1
204,87,229,49,0
10,40,175,134,1
34,220,213,47,0
192,168,170,211,1
124,205,152,173,0
172,21,49,17,1
221,166,76,95,0
10,210,48,147,1
85,123,175,143,0
172,18,137,45,1
161,136,111,183,0
172,26,10,145,1
25,25,83,105,0
192,168,217,139,1
120,219,68,228,0
192,168,30,143,1
56,175,54,144,0
10,86,94,253,1
199,84,252,226,0
172,31,217,58,1
234,182,200,107,0
172,31,189,93,1
0,73,194,92,0
192,168,215,92,1
16,164,72,235,0
10,86,171,30,1
77,14,104,111,0
10,121,30,156,1
180,119,178,219,0
192,168,8,12,1
92,212,7,227,0
192,168,108,71,1
191,86,224,86,0
172,22,94,50,1
243,142,238,0,0
172,27,82,200,1
91,108,125,188,0
192,168,127,4,1
146,120,190,19,0
192,168,185,87,1
70,12,242,14,0
10,92,227,144,1
112,126,109,198,0
172,29,71,5,1
153,36,227,134,0
10,35,204,85,1
79,184,161,98,0
10,92,135,40,1
239,89,163,215,0
192,168,60,206,1
185,225,77,228,0
192,168,68,51,1
146,85,101,157,0
172,25,87,169,1
71,99,237,137,0
10,20,202,103,1
229,139,239,113,0
172,16,248,110,1
19,133,191,90,0
10,172,71,200,1
47,86,197,147,0
10,233,49,119,1
95,212,40,217,0
192,168,182,117,1
139,43,112,12,0
10,3,232,254,1
62,237,56,178,0
192,168,23,50,1
155,56,197,39,0
192,168,111,73,1
47,214,113,81,0
192,168,75,173,1
140,91,81,42,0
192,168,59,209,1
43,148,110,88,0
172,26,112,187,1
129,149,146,203,0
172,16,133,150,1
44,175,148,28,0
172,29,235,132,1
19,43,78,153,0
10,51,166,132,1
78,147,18,104,0
192,168,90,219,1
226,62,74,32,0
10,255,73,147,1
225,212,255,40,0
192,168,204,252,1
227,75,65,203,0
192,168,59,119,1
56,121,61,95,0
10,192,196,102,1
85,149,162,173,0
10,172,230,112,1
46,28,30,141,0
172,23,23,2,1
98,253,122,151,0
10,88,253,235,1
100,160,195,194,0
192,168,40,217,1
26,192,4,226,0
10,218,251,91,1
157,69,10,146,0
10,60,124,6,1
104,40,154,45,0
172,16,159,79,1
193,139,243,87,0
172,26,203,131,1
216,143,152,138,0
192,168,240,164,1
211,230,59,140,0
10,78,131,138,1
111,91,12,109,0
172,29,46,17,1
181,15,101,160,0
10,222,21,2,1
132,148,127,172,0
192,168,115,216,1
178,224,128,160,0
172,23,202,80,1
134,125,21,232,0
192,168,177,159,1
140,236,107,32,0
172,24,34,224,1
137,210,154,174,0
192,168,88,228,1
1,191,7,236,0
192,168,213,48,1
118,129,145,212,0
192,168,154,146,1
252,116,187,125,0
10,50,203,142,1
89,34,255,113,0
172,20,55,107,1
122,63,58,83,0
172,27,149,180,1
13,138,163,7,0
10,197,6,116,1
248,13,87,18,0
192,168,127,76,1
123,78,134,178,0
172,26,178,30,1
89,166,86,180,0
172,24,147,230,1
110,63,41,29,0
192,168,123,5,1
196,223,153,19,0
192,168,175,31,1
246,249,31,191,0
172,16,15,149,1
142,99,145,237,0
172,26,206,124,1
174,135,1,102,0
10,138,179,77,1
235,64,112,166,0
172,20,11,183,1
236,84,57,70,0
172,31,135,227,1
80,79,145,185,0
172,24,19,88,1
106,26,48,86,0
192,168,102,74,1
191,93,64,14,0
172,19,239,51,1
95,106,89,183,0
10,38,246,125,1
116,234,87,98,0
172,27,209,54,1
3,101,114,212,0
192,168,236,155,1
46,147,92,69,0
10,196,191,65,1
206,120,201,125,0
192,168,246,73,1
126,168,219,98,0
10,145,157,122,1
181,108,35,164,0
172,30,194,188,1
27,122,70,195,0
10,136,44,33,1
101,112,13,164,0
172,20,19,196,1
231,163,97,163,0
10,172,105,70,1
79,228,239,45,0
10,109,253,66,1
82,244,205,108,0
10,79,230,70,1
70,79,147,244,0
10,38,147,138,1
250,237,46,244,0
192,168,247,31,1
209,250,158,244,0
172,20,137,237,1
1,241,210,182,0
172,18,69,158,1
29,196,166,146,0
192,168,168,175,1
116,30,211,203,0
172,25,31,134,1
135,106,143,150,0
172,21,84,131,1
43,94,83,44,0
172,30,178,240,1
188,45,18,1,0
172,31,204,137,1
66,117,193,32,0
172,30,27,209,1
34,56,86,58,0
172,26,83,253,1
18,14,121,255,0
172,19,200,121,1
225,153,98,208,0
192,168,125,168,1
160,87,108,178,0
172,19,13,237,1
233,211,154,29,0
192,168,75,234,1
45,155,8,241,0
192,168,133,235,1
18,127,74,83,0
10,183,86,17,1
89,79,196,174,0
172,29,233,240,1
179,105,35,11,0
172,24,179,34,1
140,196,9,56,0
10,72,220,100,1
241,246,124,211,0
10,171,201,170,1
216,246,220,179,0
10,49,241,40,1
177,147,120,240,0
172,31,85,89,1
107,170,71,167,0
10,156,45,116,1
220,27,12,233,0
172,30,5,130,1
89,211,218,28,0
172,23,67,185,1
109,131,48,188,0
172,28,8,29,1
85,50,237,66,0
172,23,73,104,1
31,68,246,242,0
192,168,199,182,1
241,122,27,123,0
10,1,114,247,1
64,31,46,16,0
172,24,187,96,1
215,52,72,200,0
172,28,115,115,1
86,14,63,2,0
10,70,158,137,1
96,97,60,216,0
10,238,12,14,1
168,114,188,57,0
192,168,96,108,1
43,75,126,168,0
192,168,51,141,1
237,83,210,92,0
192,168,187,151,1
0,20,107,41,0
172,30,240,215,1
200,247,125,143,0
172,23,184,142,1
27,0,41,3,0
172,18,2,163,1
246,205,118,82,0
192,168,164,91,1
189,243,34,147,0
172,28,95,97,1
158,12,109,173,0
172,31,234,56,1
245,148,102,170,0
10,125,153,225,1
77,11,109,102,0
172,25,127,161,1
2,202,2,49,0
10,245,29,181,1
80,172,8,108,0
10,15,196,53,1
14,193,178,204,0
192,168,46,140,1
36,97,89,223,0
10,248,215,207,1
153,252,233,195,0
10,249,193,187,1
69,152,247,211,0
192,168,159,206,1
44,24,7,13,0
172,22,78,173,1
77,194,227,159,0
172,23,178,26,1
211,111,205,252,0
10,39,143,152,1
72,167,51,41,0
10,140,113,154,1
168,149,140,62,0
10,228,115,11,1
65,36,36,153,0
172,27,247,131,1
76,223,134,94,0
10,71,139,15,1
79,255,192,180,0
10,7,18,227,1
25,207,5,6,0
172,19,19,39,1
49,192,216,51,0
10,28,111,3,1
190,83,224,90,0
192,168,212,76,1
205,15,225,162,0
192,168,172,207,1
186,5,66,93,0
10,89,241,141,1
117,248,159,137,0
172,18,154,56,1
30,53,83,44,0
172,31,98,101,1
94,110,150,191,0
10,20,227,253,1
139,80,131,160,0
10,144,51,171,1
225,194,129,188,0
192,168,208,5,1
138,145,159,130,0
10,3,152,247,1
19,38,254,67,0
172,27,133,21,1
